"title","description","price","sale_price","category","variants","image_url"
"American Diamond Paisley Designer Toe Rings","Handcrafted American Diamond toe ring featuring a paisley motif, ideal for office wear.","1129","799","Toe Rings","Oxidised, Silver","https://loremflickr.com/600/600/toe,ring,silver?lock=1506"
"Jadau Choker Everyday Bracelets","Elegant everyday bracelet in Jadau, designed to elevate any weddings look.","6339","","Bracelets","Gold, Rose Gold, Silver","https://loremflickr.com/600/600/bracelet,jewellery?lock=1507"
"Sterling Silver Cluster Traditional Pendants","A timeless Sterling Silver pendant — cluster-inspired design that pairs beautifully for anniversaries.","1399","","Pendants","Gold, Rose Gold","https://loremflickr.com/600/600/pendant,necklace,jewellery?lock=1508"
"Antique Layered Vintage Chains","Handcrafted Antique chain featuring a layered motif, ideal for anniversaries.","7549","5679","Chains","Gold, Rose Gold, Silver","https://loremflickr.com/600/600/chain,gold,jewellery?lock=1509"
"Rose Gold Choker Royal Brooches","Rose Gold choker brooch with a royal finish — perfect for weddings.","1659","1399","Brooches","Gold, Antique","https://loremflickr.com/600/600/brooch,jewellery?lock=1510"
"Filigree Choker Designer Rings","A timeless Filigree ring — choker-inspired design that pairs beautifully for daily wear.","5249","4089","Rings","9, 10, 12","https://loremflickr.com/600/600/ring,jewellery,diamond?lock=1511"
"Cubic Zirconia Temple Coin Festive Nose Pins","A timeless Cubic Zirconia nose pin — temple coin-inspired design that pairs beautifully for gifting.","1869","1219","Nose Pins","Gold, Rose Gold, Silver","https://loremflickr.com/600/600/nose,ring,jewellery?lock=1512"
"Rose Gold Peacock Traditional Anklets","Rose Gold peacock anklet with a traditional finish — perfect for daily wear.","4359","","Anklets","Gold, Oxidised","https://loremflickr.com/600/600/anklet,silver,jewellery?lock=1513"
"Meenakari Lotus Party Wear Jewellery Sets","Meenakari lotus jewellery set with a party wear finish — perfect for gifting.","37299","","Jewellery Sets","Gold, Rose Gold","https://loremflickr.com/600/600/jewellery,set,bridal,gold?lock=1514"
"Sterling Silver Solitaire Everyday Maang Tikka","Everyday maang tikka with intricate solitaire detailing and a lightweight Sterling Silver body.","9459","","Maang Tikka","Kundan, Silver, Gold","https://loremflickr.com/600/600/tikka,jewellery,bridal?lock=1515"
"Jadau Heart Statement Toe Rings","Jadau heart toe ring with a statement finish — perfect for traditional ceremonies.","269","","Toe Rings","Oxidised, Silver","https://loremflickr.com/600/600/toe,ring,silver?lock=1516"
"Pearl Peacock Handcrafted Maang Tikka","Pearl peacock maang tikka with a handcrafted finish — perfect for daily wear.","5479","","Maang Tikka","Gold, Kundan, Silver","https://loremflickr.com/600/600/tikka,jewellery,bridal?lock=1517"
"Kundan Chandbali Royal Mangalsutra","A timeless Kundan mangalsutra — chandbali-inspired design that pairs beautifully for daily wear.","10259","6959","Mangalsutra","Gold, Rose Gold","https://loremflickr.com/600/600/mangalsutra,necklace,gold?lock=1518"
"American Diamond Temple Coin Designer Nathiya (Nose Ring)","Handcrafted American Diamond nath featuring a temple coin motif, ideal for weddings.","6859","","Nathiya (Nose Ring)","Gold, Kundan","https://loremflickr.com/600/600/nath,jewellery,bridal?lock=1519"
"Kundan Paisley Bridal Pendants","Handcrafted Kundan pendant featuring a paisley motif, ideal for office wear.","7359","6459","Pendants","Gold, Rose Gold, Silver","https://loremflickr.com/600/600/pendant,necklace,jewellery?lock=1520"
